food 	 7.800650935720246 
cat 	 3.669650122050489 
cats 	 1.8014646053702674 
eating 	 1.7973962571196158 
eat 	 1.6997558991049344 
great 	 1.1930940251682038 
good 	 0.17214331500292085 
product 	 0.16315239027021894 
flavor 	 0.1495057521675952 
taste 	 0.13951958435959189 
tea 	 4.360052562417235 
green 	 0.6729866716724099 
taste 	 0.44800075089169283 
flavor 	 0.4401163882109867 
good 	 0.4027595269382612 
will 	 1.2302205263080515 
product 	 0.29123910689429805 
good 	 0.2236030182711861 
buy 	 0.22257171831763523 
eat 	 0.15644820295977444 
coffee 	 3.0860617793129332 
cup 	 0.5213786718287539 
good 	 0.3809864489521584 
taste 	 0.3692450130461128 
flavor 	 0.3238363774092495 
dog 	 2.6494828957843097 
food 	 0.7166268894193876 
treats 	 0.6105807478121335 
dogs 	 0.5807478122513136 
will 	 0.43062848050919855 
love 	 1.1624108064449994 
great 	 0.1750811530464362 
good 	 0.15864111654630192 
flavor 	 0.14206644826401063 
taste 	 0.1326871007794726 
taste 	 1.3757439920314694 
good 	 0.7639646370310134 
flavor 	 0.4845473789066062 
chocolate 	 0.3517868260491619 
water 	 0.33642136720200666 
food 	 2.515034013604874 
cat 	 0.9803401360544691 
cats 	 0.6078231292515434 
eat 	 0.4426530612244245 
will 	 0.4005442176871244 
good 	 0.1758712087516749 
product 	 0.13950013341645115 
flavor 	 0.10795695099153613 
taste 	 0.09878857956102499 
find 	 0.09504224851005204 
